Comment;Tag;
z;O;
 ;O;
selasa;WAKTU;
 ;O;
tanggal;O;
 ;O;
5;O;
 ;O;
september;WAKTU;
 ;O;
ditindak;O;
 ;O;
lanjuti;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:40:05;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
sudahlah;O;
 ;O;
pakalirkan;O;
 ;O;
air;O;
 ;O;
dariumbulan;WILAYAH;
 ;O;
semu;O;
 ;O;
warga;O;
 ;O;
jangan;O;
 ;O;
peruhaan;O;
 ;O;
elitorang;O;
 ;O;
kayawarga;O;
 ;O;
bth;O;
 ;O;
air;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:40:31;O;
 ;O;
AM;WAKTU;
 ;O;
bapak;O;
 ;O;
bagaimana;O;
 ;O;
wilayah;O;
 ;O;
karangpilang;WILAYAH;
 ;O;
mohon;O;
 ;O;
segera;O;
 ;O;
perbaiki;KELUHAN;
 ;O;
gheh;O;
 ;O;
pemberitahuan;O;
 ;O;
kok;O;
 ;O;
pas;O;
 ;O;
waktu;O;
 ;O;
pengerjaan;O;
 ;O;
harusnya;O;
 ;O;
kan;O;
 ;O;
pengerjaan;O;
 ;O;
biar;O;
 ;O;
nandon;O;
 ;O;
air;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:41:41;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
berarti;O;
 ;O;
sama;O;
 ;O;
kakmulai;O;
 ;O;
tadi;O;
 ;O;
malam;WAKTU;
 ;O;
daerah;O;
 ;O;
lontar;WILAYAH;
 ;O;
berikutnya;O;
 ;O;
barat;WAKTU;
 ;O;
keruh;KELUHAN;
 ;O;
bangetbiasanya;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:46:18;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
tggu;O;
 ;O;
gerak;O;
 ;O;
cepatnya;O;
 ;O;
area;O;
 ;O;
kedurus;WILAYAH;
 ;O;
skitarnya;O;
 ;O;
pakmulai;O;
 ;O;
5;O;
 ;O;
september;WAKTU;
 ;O;
kemarin;WAKTU;
 ;O;
air;O;
 ;O;
keruh;KELUHAN;
 ;O;
bhkan;O;
 ;O;
hitam;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
10:13:01;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
air;O;
 ;O;
keruh;KELUHAN;
 ;O;
sambikerep;WILAYAH;
 ;O;
keruhnya;KELUHAN;
 ;O;
parah;KELUHAN;
 ;O;
sekali;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
11:47:30;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
mohon;O;
 ;O;
petunjuk;O;
 ;O;
min;O;
 ;O;
solusi;O;
 ;O;
tempat;O;
 ;O;
lingkungan;WILAYAH;
 ;O;
perangkat;O;
 ;O;
rtrw;O;
 ;O;
bagaimana;O;
 ;O;
tempat;O;
 ;O;
gudang;WILAYAH;
 ;O;
bos;O;
 ;O;
mau;O;
 ;O;
pasang;O;
 ;O;
pdam;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
12:40:11;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
gunung;WILAYAH;
 ;O;
anyar;WILAYAH;
 ;O;
tambak;WILAYAH;
 ;O;
iv;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
01:03:00;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
mana;O;
 ;O;
gerak;O;
 ;O;
cepat;O;
 ;O;
sore;WAKTU;
 ;O;
kemarin;O;
 ;O;
air;O;
 ;O;
i;O;
 ;O;
jl;WILAYAH;
 ;O;
golf;WILAYAH;
 ;O;
keruh;KELUHAN;
 ;O;
kayak;O;
 ;O;
got;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
01:52:54;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
pengin;O;
 ;O;
aduin;O;
 ;O;
air;O;
 ;O;
kotor;KELUHAN;
 ;O;
kemarin;WAKTU;
 ;O;
jawabannya;O;
 ;O;
sama;O;
 ;O;
mohon;O;
 ;O;
maaf;O;
 ;O;
atas;O;
 ;O;
ketidaknyamanannya;KELUHAN;
 ;O;
sejak;O;
 ;O;
tadi;WAKTU;
 ;O;
malam;WAKTU;
 ;O;
tim;O;
 ;O;
gerak;O;
 ;O;
cepat;O;
 ;O;
pdam;O;
 ;O;
berupaya;O;
 ;O;
melakukan;O;
 ;O;
flushing;O;
 ;O;
pencucian;O;
 ;O;
pipa;O;
 ;O;
jalur;O;
 ;O;
pipa;O;
 ;O;
diameter;O;
 ;O;
600mm;O;
 ;O;
proses;O;
 ;O;
normalisasi;O;
 ;O;
air;O;
 ;O;
kotor;KELUHAN;
 ;O;
keruh;KELUHAN;
 ;O;
menyampaikan;O;
 ;O;
alamat;O;
 ;O;
nomor;O;
 ;O;
pelanggan;O;
 ;O;
nomor;O;
 ;O;
hp;O;
 ;O;
flushing;O;
 ;O;
perlu;O;
 ;O;
pasokan;O;
 ;O;
air;O;
 ;O;
tangki;O;
 ;O;
kirim;O;
 ;O;
gratis;O;
 ;O;
terima;O;
 ;O;
kasih;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
03:03:56;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
siang;WAKTU;
 ;O;
min;O;
 ;O;
nopel;O;
 ;O;
5101852;O;
 ;O;
mohon;O;
 ;O;
tindak;O;
 ;O;
lanjuti;O;
 ;O;
air;O;
 ;O;
kotor;KELUHAN;
 ;O;
banget;O;
 ;O;
min;O;
 ;O;
komplek;WILAYAH;
 ;O;
pulosari;WILAYAH;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
03:06:51;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
tim;O;
 ;O;
gerak;O;
 ;O;
cepatnya;O;
 ;O;
lambat;KELUHAN;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
03:40:22;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
omahmu;O;
 ;O;
enak;O;
 ;O;
min;O;
 ;O;
resik;O;
 ;O;
lah;O;
 ;O;
omah;O;
 ;O;
e;O;
 ;O;
warga;O;
 ;O;
kelurahan;WILAYAH;
 ;O;
kedurus;WILAYAH;
 ;O;
i;O;
 ;O;
lo;O;
 ;O;
rusuh;KELUHAN;
 ;O;
koyok;O;
 ;O;
banyu;O;
 ;O;
brantas;O;
 ;O;
tindak;O;
 ;O;
lanjuti;O;
 ;O;
lah;O;
 ;O;
mosok;O;
 ;O;
jawab;O;
 ;O;
e;O;
 ;O;
ngunu;O;
 ;O;
ganok;O;
 ;O;
perbedaan;O;
 ;O;
e;O;
 ;O;
nang;O;
 ;O;
air;O;
 ;O;
e;O;
 ;O;
podoae;O;
 ;O;
jek;O;
 ;O;
keruh;KELUHAN;
 ;O;
niki;O;
 ;O;
pripun;O;
 ;O;
pak;O;
 ;O;
dinsos;O;
 ;O;
pdam;O;
 ;O;
e;O;
 ;O;
meresahkan;WILAYAH;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
04:21:57;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
didatangi;O;
 ;O;
petugas;O;
 ;O;
mas;O;
 ;O;
rizky;O;
 ;O;
matur;O;
 ;O;
suwun;O;
 ;O;
min;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
04:24:43;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
ndang;O;
 ;O;
terno;O;
 ;O;
min;O;
 ;O;
bogangin;WILAYAH;
 ;O;
2b;O;
 ;O;
tangki;O;
 ;O;
mu;O;
 ;O;
tak;O;
 ;O;
tunggu;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:26:24;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
halo;O;
 ;O;
tim;O;
 ;O;
gerak;O;
 ;O;
cepat;O;
 ;O;
bagaimana;O;
 ;O;
hasilnyauntuk;O;
 ;O;
bogangin;WILAYAH;
 ;O;
sekitarnya;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
10:49:15;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
min;O;
 ;O;
daerah;O;
 ;O;
kebraon;WILAYAH;
 ;O;
mati;KELUHAN;
 ;O;
kapan;O;
 ;O;
nyala;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
10:49:46;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
dikirim;O;
 ;O;
air;O;
 ;O;
bersih;O;
 ;O;
perlu;O;
 ;O;
banget;O;
 ;O;
min;O;
 ;O;
ampun;O;
 ;O;
min;O;
 ;O;
malam2;WAKTU;
 ;O;
mati;KELUHAN;
 ;O;
air;O;
 ;O;
09/07/2023;WAKTU;
;;O
 ;O;
05:13:34;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
min;O;
 ;O;
daerah;WILAYAH;
 ;O;
kodam;WILAYAH;
 ;O;
brawijaya;WILAYAH;
 ;O;
kesatrian;WILAYAH;
 ;O;
gajahmada;WILAYAH;
 ;O;
sekitarnya;O;
 ;O;
mulai;O;
 ;O;
2;O;
 ;O;
hari;O;
 ;O;
airnya;O;
 ;O;
kopi;O;
 ;O;
warna;O;
 ;O;
hitam;KELUHAN;
 ;O;
bantu;O;
 ;O;
min;O;
 ;O;
menghambat;KELUHAN;
 ;O;
aktivitas;O;
 ;O;
soalnya;O;
 ;O;
09/07/2023;WAKTU;
;;O
 ;O;
06:02:23;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
brati;O;
 ;O;
sesuai;O;
 ;O;
jadwal;O;
 ;O;
edaran;O;
 ;O;
trimakasih;O;
 ;O;
9/29/2023;WAKTU;
;;O
 ;O;
11:47:31;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
nah;O;
 ;O;
baru;O;
 ;O;
betul;O;
 ;O;
09/05/2023;WAKTU;
;;O
 ;O;
05:35:28;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
airnya;O;
 ;O;
tiba;O;
-;O;
tiba;O;
 ;O;
keruh;KELUHAN;
 ;O;
allah;O;
 ;O;
pulang;O;
 ;O;
kerja;O;
 ;O;
capek2;O;
 ;O;
ternyata;O;
 ;O;
airnya;O;
 ;O;
keruh;KELUHAN;
 ;O;
butek;KELUHAN;
 ;O;
09/05/2023;WAKTU;
;;O
 ;O;
06:11:14;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
apa;O;
 ;O;
konpensasi;O;
 ;O;
berikan;O;
 ;O;
pdam;O;
 ;O;
surabaya;WILAYAH;
 ;O;
warga;O;
 ;O;
surabaya;WILAYAH;
 ;O;
khususnya;O;
 ;O;
bulak;WILAYAH;
 ;O;
banteng;WILAYAH;
 ;O;
airny;O;
 ;O;
bulan;O;
 ;O;
kemarin;O;
 ;O;
keruhselain;KELUHAN;
 ;O;
air;O;
 ;O;
tangkisetiap;O;
